"vOTU_id","checkv_quality","final_strategy","MQ_or_better","BS","SA","IA","DA"
"vOTU0347","Low-quality","virulent",0,748.520824300083,347.695719471103,0,16.5940551558894
"vOTU0348","Low-quality","virulent",0,1302.88629443224,99.5887527183075,35.8593682535327,0
"vOTU0349","Low-quality","virulent",0,1081.90702110093,49.8056082198153,0,0
"vOTU0350","Low-quality","virulent",0,1303.32863000077,199.245039315294,0,0
"vOTU0351","Low-quality","virulent",0,745.751954641601,398.851082944054,0,74.9521797249152
"vOTU0352","Low-quality","virulent",0,562.288897382653,0,0,0
"vOTU0353","Low-quality","virulent",0,601.572106832584,226.223157067416,0,0
"vOTU0354","Low-quality","virulent",0,716.868772259268,402.633832178177,0,0
"vOTU0048","Medium-quality","virulent",1,1370.30573716359,299.017819456672,0,0
"vOTU0356","Low-quality","virulent",0,699.850657274556,50.3983194498183,0,0
"vOTU0357","Low-quality","virulent",0,459.497014136792,50.6942032542497,0,0
"vOTU0359","Low-quality","virulent",0,716.95016871501,0,0,0
"vOTU0360","Low-quality","virulent",0,709.582710895432,204.068636748342,0,25.5657747753073
"vOTU0361","Low-quality","virulent",0,818.354189660142,51.0526408330118,0,0
"vOTU0363","Low-quality","virulent",0,811.128144999833,255.500185135644,0,0
"vOTU0364","Low-quality","virulent",0,714.571910964426,281.213477797402,0,0
"vOTU0049","Medium-quality","virulent",1,703.992888392859,15.4499357697602,0,0
"vOTU0365","Low-quality","virulent",0,711.507847328053,0,0,0
"vOTU0366","Low-quality","virulent",0,4226.99752153478,256.901174969567,0,0
"vOTU0367","Low-quality","virulent",0,3645.13030780801,0,0,0
"vOTU0368","Low-quality","virulent",0,659.348130835079,102.90448404042,0,0
"vOTU0369","Low-quality","virulent",0,606.508336887683,0,0,0
"vOTU0370","Low-quality","virulent",0,1456.70941716011,205.833016574462,0,0
"vOTU0371","Low-quality","virulent",0,685.071160537734,51.5727251862627,0,0
"vOTU0372","Low-quality","virulent",0,6059.19267190166,4052.73138377653,37.1792576144198,396.695613534613
"vOTU0373","Low-quality","virulent",0,981.433786363767,154.972241823203,0,112.175307620115
"vOTU0050","Medium-quality","virulent",1,894.337565380134,0,5.6721635882018,0
"vOTU0374","Low-quality","virulent",0,784.59275661801,206.726730167813,0,0
"vOTU0375","Low-quality","virulent",0,1737.37235404413,465.681548509457,0,34.5722518834297
"vOTU0376","Low-quality","virulent",0,556.791065338601,51.742389545339,0,0
"vOTU0377","Low-quality","virulent",0,1553.52021885054,285.186293203879,0,0
"vOTU0378","Low-quality","virulent",0,616.723160653303,207.70156535825,0,0
"vOTU0379","Low-quality","virulent",0,1010.42458655714,285.791829587124,0,17.3595512153254
"vOTU0380","Low-quality","virulent",0,753.327505520292,364.509152429495,0,0
"vOTU0455","Low-quality","virulent",0,1038.52227876056,114.293778197359,0,0
"vOTU0381","Low-quality","virulent",0,654.275113508803,235.077880581247,0,87.2609583404813
"vOTU0382","Low-quality","virulent",0,755.830398597689,313.474095326762,0,0
"vOTU0383","Low-quality","virulent",0,2743.32828476838,549.035693571127,0,0
"vOTU0384","Low-quality","virulent",0,756.457769689869,209.156384198579,0,17.4687775210138
"vOTU0385","Low-quality","virulent",0,833.921549440748,0,0,0
"vOTU0386","Low-quality","virulent",0,895.381266400534,52.4947516739651,0,0
"vOTU0387","Low-quality","virulent",0,632.02358511954,105.240459709716,0,0
"vOTU0388","Low-quality","virulent",0,492.227017944549,52.6202085541549,0,0
"vOTU0389","Low-quality","virulent",0,613.594502361976,52.6516803427522,0,0
"vOTU0051","Medium-quality","virulent",1,784.806697950151,111.244103305348,11.44462026592,10.6184222458935
"vOTU0390","Low-quality","virulent",0,510.763862323143,52.7146856919853,0,0
"vOTU0391","Low-quality","virulent",0,3383.91911050639,553.570336318411,75.9339770282217,0
"vOTU0392","Not-determined","virulent",0,642.604405316013,52.9110164010751,0,0
"vOTU0393","Low-quality","virulent",0,1606.89642406987,0,0,0
"vOTU0394","Low-quality","virulent",0,816.342695327038,317.962685954286,0,35.4083839264332
"vOTU0395","Low-quality","virulent",0,643.51021652196,265.416067068656,0,0
"vOTU0396","Low-quality","virulent",0,874.815742394736,53.0959640145125,0,0
"vOTU0397","Low-quality","virulent",0,545.606890318692,53.1279789710348,0,0
"vOTU0398","Low-quality","virulent",0,710.746924689527,133.093007528816,0,0
"vOTU0014","Medium-quality","virulent",1,4986.28551981325,331.421599010508,0,2.66798873758251
"vOTU0054","Low-quality","virulent",0,1585.99364166338,365.158738666425,0,0
"vOTU0399","Low-quality","virulent",0,706.504985309774,319.654984201648,0,0
"vOTU0400","Low-quality","virulent",0,1072.68927994981,213.309691111438,38.4037074748874,0
"vOTU0401","Low-quality","virulent",0,729.809682210608,159.982350341285,0,17.8156621705585
"vOTU0402","Low-quality","virulent",0,1868.93464866989,106.913766250335,0,0
"vOTU0403","Low-quality","virulent",0,885.643292601634,240.585113424878,0,17.8610679582123
"vOTU0404","Low-quality","virulent",0,360.507922490325,106.939774408627,0,0
"vOTU0406","Low-quality","virulent",0,540.027014673932,53.5153152134788,0,0
"vOTU0407","Low-quality","virulent",0,771.36357953675,107.134839855962,0,0
"vOTU0408","Not-determined","virulent",0,772.020791202369,53.6130321882267,0,0
"vOTU0055","Low-quality","temperate",0,1587.24119334812,532.92727127872,0,0
"vOTU0409","Low-quality","virulent",0,1896.82048478607,1636.9916111938,38.6517571359314,0
"vOTU0410","Low-quality","virulent",0,768.26174180902,268.424599652934,0,0
"vOTU0411","Not-determined","virulent",0,1379.97743852428,322.778348875488,0,0
"vOTU0412","Low-quality","virulent",0,894.763195021201,0,0,0
"vOTU0413","Low-quality","virulent",0,732.714308501988,645.635808561704,0,98.8599208946425
"vOTU0414","Low-quality","virulent",0,1147.25859598211,322.857459686216,0,0
"vOTU0415","Low-quality","virulent",0,399.618655822613,107.829909483884,0,0
"vOTU0416","Low-quality","virulent",0,639.227411136012,0,0,0
"vOTU0417","Low-quality","virulent",0,797.70863539353,296.859248821901,0,0
"vOTU0418","Low-quality","virulent",0,1009.32571043629,162.042392444525,0,0
"vOTU0419","Low-quality","virulent",0,776.780566396698,135.068424069336,0,63.1732717507042
"vOTU0420","Low-quality","virulent",0,432.449446466764,0,0,0
"vOTU0421","Low-quality","virulent",0,3542.12735942986,243.841138876643,0,0
"vOTU0422","Low-quality","virulent",0,1576.44298037968,0,0,72.4735645729995
"vOTU0424","Low-quality","virulent",0,1747.05316337102,1468.28578374993,0,54.5028256853076
"vOTU0425","Low-quality","virulent",0,609.465381921321,163.142850660635,0,0
"vOTU0057","Low-quality","virulent",0,585.982456503144,162.914911838449,0,0
"vOTU0427","Low-quality","virulent",0,1865.90787975823,980.066749583202,0,163.710630993488
"vOTU0428","Low-quality","virulent",0,821.735809728235,327.661343318692,0,0
"vOTU0429","Low-quality","virulent",0,1667.46296113472,437.098241734654,0,0
"vOTU0430","Low-quality","virulent",0,2244.98543530544,437.207067025987,0,0
"vOTU0431","Low-quality","virulent",0,1110.86306721278,273.695842008667,0,0
"vOTU0432","Low-quality","virulent",0,1306.46344815344,905.785340729977,0,0
"vOTU0433","Low-quality","virulent",0,1721.78088212145,576.768335473224,0,0
"vOTU0434","Low-quality","virulent",0,1115.76876161281,330.612811319787,39.6817247341068,36.8170994645499
"vOTU0435","Not-determined","virulent",0,1066.53229480524,193.074768840825,0,0
"vOTU0436","Low-quality","virulent",0,806.755050906941,110.508366375368,0,0
"vOTU0058","Low-quality","virulent",0,1798.66577871595,443.889672657976,13.3194518815165,0
"vOTU0437","Low-quality","virulent",0,549.35256538274,110.591652123873,0,0
"vOTU0438","Low-quality","virulent",0,424.072178848347,304.585823205798,79.762599429477,0
"vOTU0439","Low-quality","virulent",0,499.384225555126,111.00977853242,0,0
"vOTU0442","Low-quality","virulent",0,1615.58254761546,167.12542178906,0,0
"vOTU0444","Low-quality","virulent",0,630.049673131137,280.529363121003,0,37.487763441197
"vOTU0445","Low-quality","virulent",0,535.306044209239,56.2851436003039,0,0
"vOTU0447","Low-quality","virulent",0,573.211769646232,141.073426649816,0,0
"vOTU0448","Low-quality","virulent",0,562.594637426659,0,0,0
"vOTU0059","Medium-quality","virulent",1,757.375876650172,340.75906035512,0,0
"vOTU0449","Low-quality","virulent",0,1487.10030350357,169.63590133714,0,0
"vOTU0450","Low-quality","virulent",0,1478.26428200916,282.726360223881,40.7210371439787,0
"vOTU0451","Low-quality","virulent",0,593.117229754894,284.442919971895,0,114.0321346639
"vOTU0452","Low-quality","virulent",0,2425.46409966384,227.76010928822,0,0
"vOTU0454","Low-quality","virulent",0,617.333921691351,57.0137107136731,0,0
"vOTU0456","Low-quality","virulent",0,2548.67115356837,287.412642675412,0,0
"vOTU0457","Low-quality","virulent",0,2931.45812009318,2043.56400724812,20.7277594699071,0
"vOTU0060","Medium-quality","virulent",1,710.098557338446,209.005436767178,0,3.17384604150679
"vOTU0458","Low-quality","virulent",0,475.157155330878,634.460948581286,0,0
"vOTU0460","Low-quality","virulent",0,3276.73656438023,1067.32795478137,0,86.7340413614206
"vOTU0461","Low-quality","virulent",0,1148.27928740372,347.525952868653,0,0
"vOTU0463","Low-quality","virulent",0,2023.78840967718,173.991745983927,0,0
"vOTU0464","Low-quality","virulent",0,383.465989372626,174.083517932484,0,0
"vOTU0465","Low-quality","virulent",0,700.211764165665,174.244127362739,0,0
"vOTU0466","Low-quality","virulent",0,533.360966124327,290.637015282605,0,0
"vOTU0061","Medium-quality","virulent",1,1086.86832203138,396.662691325165,0,0
"vOTU0467","Low-quality","virulent",0,1600.92783001545,581.580888491797,0,0
"vOTU0468","Low-quality","virulent",0,871.687371723394,116.37764726691,0,0
"vOTU0469","Low-quality","virulent",0,1272.47865422466,58.2195988890662,0,0
"vOTU0470","Low-quality","virulent",0,457.823041856032,58.258089259283,0,0
"vOTU0471","Low-quality","virulent",0,504.712673396373,116.531576796723,0,0
"vOTU0472","Low-quality","virulent",0,585.533313928307,116.825228287486,0,0
"vOTU0473","Low-quality","virulent",0,447.835174226872,0,0,0
"vOTU0474","Low-quality","virulent",0,1025.20123106244,58.4979884261711,0,156.344330744529
"vOTU0475","Low-quality","virulent",0,961.591027411825,292.606584780168,0,0
"vOTU0476","Low-quality","virulent",0,2019.89827747569,1054.08360370588,0,0
"vOTU0062","Low-quality","virulent",0,995.897500325443,363.068351581773,0,0
"vOTU0477","Low-quality","virulent",0,494.715170497717,58.6225293761343,0,0
"vOTU0479","Low-quality","virulent",0,1281.50953825888,88.3099580879522,0,0
"vOTU0480","Low-quality","virulent",0,680.761630461516,236.377926383926,0,0
"vOTU0481","Low-quality","virulent",0,438.185931193331,0,0,0
"vOTU0482","Low-quality","virulent",0,1257.97359489015,118.252492538489,0,0
"vOTU0483","Low-quality","virulent",0,850.546416001032,0,0,0
"vOTU0484","Low-quality","virulent",0,410.966055183983,236.759208966594,0,0
"vOTU0485","Low-quality","virulent",0,539.620799381849,0,0,0
"vOTU0063","Low-quality","virulent",0,864.178692491204,59.1871513691673,0,0
"vOTU0486","Low-quality","virulent",0,1003.6170050066,535.877077824986,0,0
"vOTU0487","Low-quality","virulent",0,2188.76924638634,0,0,69.8573200941854
"vOTU0488","Low-quality","virulent",0,876.307914876674,119.487579717475,0,0
"vOTU0489","Low-quality","virulent",0,605.956753661539,239.137379198348,0,229.687045400355
"vOTU0490","Low-quality","virulent",0,491.772865988308,119.714909339557,0,0
"vOTU0491","Low-quality","virulent",0,3925.62282985094,359.584579014149,0,0
"vOTU0492","Low-quality","virulent",0,1453.28625997253,0,0,0
"vOTU0493","Low-quality","virulent",0,3922.93358299163,1080.22340034265,0,0
"vOTU0494","Low-quality","virulent",0,794.351702707479,60.1025320375517,0,0
"vOTU0015","Complete","virulent",1,1633.41738351578,8.65848290671447,0,0
"vOTU0495","Low-quality","virulent",0,830.921193631043,240.508503316676,0,0
"vOTU0496","Low-quality","virulent",0,438.327631972585,0,0,1297.7572149353
"vOTU0497","Low-quality","virulent",0,633.375830478799,180.702063830444,0,0
"vOTU0498","Low-quality","virulent",0,589.401898599259,301.37625458715,0,10.0683936466031
"vOTU0499","Low-quality","virulent",0,481.721458310806,0,0,424.033301026525
"vOTU0501","Low-quality","virulent",0,1175.77731590685,120.931119835596,0,0
"vOTU0502","Low-quality","virulent",0,2262.35145063028,0,0,0
"vOTU0503","Low-quality","virulent",0,2482.56337781008,424.424557791699,0,0
"vOTU0504","Low-quality","virulent",0,480.870486648657,182.021386769286,0,0
"vOTU0505","Low-quality","virulent",0,587.012231922606,91.0860233205988,0,0
"vOTU0506","Low-quality","virulent",0,566.49260727274,0,0,0
"vOTU0507","Low-quality","virulent",0,753.225448362298,427.070211600651,0,0
"vOTU0508","Low-quality","virulent",0,14513.6385592976,2721.73267762349,0,0
"vOTU0509","Low-quality","virulent",0,845.90475674719,307.049100396158,0,317.995401360226
"vOTU0065","Low-quality","virulent",0,760.565031011667,40.3880029803818,0,0
"vOTU0510","Low-quality","virulent",0,657.80811756231,0,0,0
"vOTU0511","Low-quality","virulent",0,1755.65875332083,615.815612568447,0,0
"vOTU0512","Low-quality","virulent",0,830.318390079244,432.461802928009,0,0
"vOTU0513","Low-quality","virulent",0,1391.87483920188,216.261127161479,0,206.424706522424
"vOTU0885","Low-quality","virulent",0,804.021894063257,590.390305410469,0,0
"vOTU0514","Low-quality","virulent",0,534.375713399575,247.398505372933,0,0
"vOTU0515","Low-quality","virulent",0,928.821356014476,185.731500606376,0,0
"vOTU0066","Low-quality","virulent",0,685.923666173136,81.8759657404246,14.74073040896,0
"vOTU0517","Low-quality","virulent",0,948.972084065308,0,0,0
"vOTU0520","Not-determined","virulent",0,503.711995532055,0,0,0
"vOTU0521","Low-quality","virulent",0,533.982417038483,124.573944752091,0,0
"vOTU0522","Low-quality","virulent",0,688.43425308513,0,0,10.4059059289273
"vOTU0523","Low-quality","virulent",0,525.160584796657,125.12246980391,0,0
"vOTU0524","Low-quality","virulent",0,1351.57151357032,125.211404498835,0,0
"vOTU0525","Low-quality","virulent",0,480.160209095814,0,0,0
"vOTU0526","Low-quality","virulent",0,913.144652702924,188.486938238293,0,0
"vOTU0067","Medium-quality","virulent",1,825.709998870329,349.499569499774,14.8054116045047,0
"vOTU0527","Low-quality","virulent",0,484.339351445519,0,0,0
"vOTU0528","Low-quality","virulent",0,879.183347739581,189.02625073609,0,0
"vOTU0529","Not-determined","virulent",0,384.082311063717,63.0177334618177,0,0
"vOTU0530","Low-quality","virulent",0,441.052375931709,189.35137188538,0,0
"vOTU0531","Low-quality","virulent",0,4575.94791429639,1610.17913835811,45.4732860427944,0
"vOTU0532","Low-quality","virulent",0,568.932199985114,252.939776739867,0,31.6883300273007
"vOTU0533","Low-quality","virulent",0,2137.07065663424,190.305975668163,0,0
"vOTU0534","Low-quality","virulent",0,1722.43948395033,1015.98925615819,137.186936586154,42.4277818920426
"vOTU0535","Low-quality","virulent",0,967.252467290651,127.053602183014,0,0
"vOTU0536","Low-quality","virulent",0,834.297420824418,63.5542768682321,0,0
"vOTU0537","Low-quality","virulent",0,731.141578455931,254.364090843512,0,0
"vOTU0538","Low-quality","virulent",0,1737.28678709861,509.022024884113,0,42.5135665734412
"vOTU0539","Low-quality","virulent",0,964.528154761505,190.883254538884,0,0
"vOTU0540","Low-quality","virulent",0,629.46889647652,63.6461084587571,0,0
"vOTU0541","Low-quality","virulent",0,2413.99525276383,0,0,53.3423198040704
"vOTU0542","Low-quality","virulent",0,618.827028938241,191.602932868916,0,0
"vOTU0068","Medium-quality","virulent",1,1778.45829365475,166.263169333954,0,0
"vOTU0543","Low-quality","virulent",0,456.741518807611,319.662588552598,0,0
"vOTU0544","Low-quality","virulent",0,562.323244002523,0,0,0
"vOTU0545","Low-quality","virulent",0,921.734735141874,256.437330862295,0,0
"vOTU0546","Low-quality","virulent",0,4452.25813818379,0,0,0
"vOTU0547","Low-quality","virulent",0,448.769747431314,0,0,0
"vOTU0548","Low-quality","virulent",0,923.664497462586,225.202182424336,0,0
"vOTU0069","Low-quality","virulent",0,1130.43052590246,292.20170101864,0,0
"vOTU0549","Low-quality","virulent",0,989.318504757951,64.4093722871491,0,0
"vOTU0550","Low-quality","virulent",0,1315.06750412999,64.4470340600215,0,0
"vOTU0551","Low-quality","virulent",0,800.058298923943,64.5698879943117,0,0
"vOTU0552","Low-quality","virulent",0,572.46172863047,64.5887966283136,0,0
"vOTU0553","Low-quality","virulent",0,588.668803194277,64.6267523508865,46.5409124159664,0
"vOTU0554","Low-quality","virulent",0,726.31850289658,129.61487112719,0,0
"vOTU0555","Low-quality","virulent",0,1516.97599054899,97.4405555258703,23.390571724267,0
"vOTU0556","Low-quality","virulent",0,508.717709781852,0,0,0
"vOTU0070","Low-quality","virulent",0,1041.3824917326,512.825009786031,0,0
"vOTU0557","Low-quality","virulent",0,5921.19380153763,781.599473484793,0,0
"vOTU0559","Low-quality","virulent",0,770.626793008628,392.249760794493,0,0
"vOTU0560","Low-quality","virulent",0,835.589745353478,0,0,0
"vOTU0561","Low-quality","virulent",0,1789.37467050034,327.40954770921,0,32.8143315908872
"vOTU0562","Low-quality","virulent",0,4368.66594354018,65.5110787244513,47.1777592927392,43.7719954915271
"vOTU0563","Low-quality","virulent",0,755.35472307924,196.70883916841,0,0
"vOTU0564","Low-quality","virulent",0,1097.74308985248,0,0,0
"vOTU0565","Not-determined","virulent",0,334.358783779962,328.435027450963,0,0
"vOTU0566","Not-determined","virulent",0,817.442362402843,197.207914638349,0,0
"vOTU0071","Medium-quality","temperate",1,2258.09220611477,365.842299524547,0,0
"vOTU0567","Low-quality","virulent",0,512.338629677427,65.7556257047213,0,0
"vOTU0568","Low-quality","virulent",0,653.658935627705,164.487329729652,0,0
"vOTU0569","Low-quality","virulent",0,751.616765818122,65.8834938244842,0,0
"vOTU0570","Low-quality","virulent",0,563.42904697134,0,0,0
"vOTU0571","Low-quality","virulent",0,924.034568509893,132.02378040336,0,44.106551592442
"vOTU0572","Low-quality","virulent",0,2622.47228455752,1060.64108900879,0,88.5849295916792
"vOTU0573","Low-quality","virulent",0,572.121665934927,132.779993699078,0,0
"vOTU0574","Low-quality","virulent",0,1227.43050963798,66.3999677085863,0,221.82958574968
"vOTU0016","Medium-quality","virulent",1,2494.12138690543,531.943157502081,0,0
"vOTU0072","Low-quality","virulent",0,983.229637613152,0,15.8897974281736,0
"vOTU0575","Low-quality","virulent",0,1422.28777641085,864.503470791183,0,0
"vOTU0577","Low-quality","virulent",0,777.566176417266,100.082886425164,0,0
"vOTU0578","Low-quality","virulent",0,475.32349555551,0,0,0
"vOTU0579","Low-quality","virulent",0,1516.98186279034,300.658591303617,0,89.2837194868902
"vOTU0580","Low-quality","virulent",0,401.429583152876,0,0,0
"vOTU0581","Low-quality","virulent",0,483.579651191929,66.8535193161968,0,0
"vOTU0582","Low-quality","virulent",0,586.742396440055,0,0,0
"vOTU0073","Medium-quality","virulent",1,1687.79122262126,176.738109516391,0,0
"vOTU0583","Low-quality","virulent",0,1104.65651555747,569.11938085085,0,0
"vOTU0584","Low-quality","virulent",0,728.188368355426,133.951131907691,0,0
"vOTU0585","Low-quality","virulent",0,520.515498071327,268.76040523482,0,0
"vOTU0586","Low-quality","virulent",0,2594.36773741112,1142.58099519931,48.4016766213612,0
"vOTU0587","Low-quality","virulent",0,388.74841801628,0,0,0
"vOTU0588","Not-determined","virulent",0,540.923334420375,67.3030387007404,0,0
"vOTU0589","Low-quality","virulent",0,904.008931184185,303.188092379425,0,0
"vOTU0074","Medium-quality","virulent",1,704.715629478383,0,0,0
"vOTU0590","Low-quality","virulent",0,551.794123498345,67.5300594626294,48.6317242576019,0
"vOTU0591","Low-quality","virulent",0,986.148309347131,473.509173428111,48.7138871882157,0
"vOTU0592","Low-quality","virulent",0,539.548750575619,236.936516017886,268.132151064535,0
"vOTU0593","Low-quality","virulent",0,5499.9527620745,609.452581382701,0,22.6229270415171
"vOTU0594","Low-quality","virulent",0,581.158973482147,135.579862467263,0,0
"vOTU0595","Low-quality","virulent",0,456.52769731713,0,0,0
"vOTU0596","Low-quality","virulent",0,728.242536785925,0,0,0
"vOTU0598","Low-quality","virulent",0,1242.03657152388,204.534696128721,0,0
"vOTU0075","Low-quality","virulent",0,730.866182320338,66.9925234434579,0,0
"vOTU0599","Low-quality","virulent",0,2096.0367762409,1023.46576028954,0,0
"vOTU0600","Low-quality","virulent",0,669.550682814675,136.631378058222,0,0
"vOTU0601","Low-quality","virulent",0,1089.48036689307,0,0,0
"vOTU0602","Low-quality","virulent",0,719.137302985592,68.3899028082323,0,0
"vOTU0603","Low-quality","virulent",0,502.561395750581,68.421804871029,0,0
"vOTU0604","Low-quality","virulent",0,634.028440224658,68.4324403120082,0,0
"vOTU0605","Low-quality","virulent",0,538.447693336553,0,0,0
"vOTU0076","Low-quality","virulent",0,954.039157245228,111.750559468856,0,0
"vOTU0606","Low-quality","virulent",0,1034.22533205869,205.584854864902,0,22.8939649181929
"vOTU0607","Low-quality","virulent",0,558.942055364407,342.961638242169,0,0
"vOTU0608","Low-quality","virulent",0,744.351508966531,0,0,114.594678226327
"vOTU0610","Low-quality","temperate",0,2487.81436000204,516.857019845985,0,0
"vOTU0611","Low-quality","virulent",0,1181.9664186164,137.871705210132,0,0
"vOTU0612","Low-quality","virulent",0,712.677310186874,68.9466754922311,0,0
"vOTU0613","Low-quality","virulent",0,733.606409821985,0,0,0
"vOTU0614","Low-quality","virulent",0,512.156446385291,69.0980744985343,0,0
"vOTU0615","Low-quality","virulent",0,470.948507964384,0,0,0
"vOTU0616","Low-quality","virulent",0,1801.28525376058,138.631151952557,0,0
"vOTU0618","Low-quality","virulent",0,1309.28229178431,173.507389299721,0,0
"vOTU0619","Low-quality","virulent",0,2359.373173643,138.87159428737,0,46.3943185947474
"vOTU0620","Low-quality","virulent",0,1121.13349750883,347.28840742944,0,0
"vOTU0621","Not-determined","virulent",0,440.389987106361,173.644288917532,0,0
"vOTU0622","Low-quality","virulent",0,1224.03132078248,349.216014542206,0,0
"vOTU0623","Low-quality","virulent",0,1327.27778741456,349.715281718471,0,0
"vOTU0003","Low-quality","virulent",0,357.982259497453,0,0,2795.41627865869
"vOTU0624","Low-quality","virulent",0,1062.79275563421,140.220099189243,0,0
"vOTU0625","Low-quality","virulent",0,856.727800907658,175.386814222432,0,0
"vOTU0626","Low-quality","virulent",0,1960.60189423273,350.997307126462,0,0
"vOTU0627","Low-quality","virulent",0,854.411788915485,0,0,0
"vOTU0628","Low-quality","virulent",0,420.218238828296,70.2330121624968,0,293.293539427736
"vOTU0629","Low-quality","virulent",0,509.83676723831,105.399967893629,0,0
"vOTU0078","Medium-quality","virulent",1,936.773305580143,126.316497747905,0,0
"vOTU0630","Low-quality","virulent",0,1107.01356133416,351.669770318351,0,0
"vOTU0631","Low-quality","virulent",0,1419.94257099021,633.20791343,50.6671323837768,0
"vOTU0633","Low-quality","virulent",0,846.812844944684,352.514257987203,101.545110652074,0
"vOTU0634","Low-quality","virulent",0,589.526126464427,141.209112127559,0,0
"vOTU0635","Low-quality","virulent",0,513.86486115925,141.209112127559,0,0
"vOTU0636","Low-quality","virulent",0,1003.3457074558,176.936943058076,0,0
"vOTU0637","Low-quality","virulent",0,1641.43934457945,1170.98235136957,51.1079789764447,0
"vOTU0638","Low-quality","virulent",0,813.190763785262,248.51038076582,0,0
"vOTU0079","Low-quality","virulent",0,2210.65559326804,299.362507431684,0,15.3863410602422
"vOTU0639","Low-quality","virulent",0,2220.30692154647,390.705268124847,0,0
"vOTU0640","Low-quality","virulent",0,1195.9868622446,710.487332320249,51.1657209351814,0
"vOTU0641","Low-quality","virulent",0,3966.1130125994,923.782517652984,0,0
"vOTU0642","Low-quality","virulent",0,1079.30545040036,213.283853358769,0,23.7513268025486
"vOTU0644","Low-quality","virulent",0,456.045574317352,0,0,0
"vOTU0645","Low-quality","virulent",0,1041.47436234946,142.442231121593,0,0
"vOTU0646","Low-quality","virulent",0,1339.8211346417,285.43830182039,0,0
"vOTU0647","Low-quality","virulent",0,640.645042105183,0,0,0
"vOTU0648","Low-quality","virulent",0,376.466445450468,71.4521813261745,0,0
"vOTU0080","Low-quality","virulent",0,698.113432565438,138.362635291266,0,0
"vOTU0649","Low-quality","virulent",0,372.042826113553,143.04365646917,0,0
"vOTU0650","Low-quality","virulent",0,523.90402101906,71.5450481308625,0,0
"vOTU0651","Low-quality","virulent",0,498.590969636624,71.5799301620008,0,0
"vOTU0652","Low-quality","virulent",0,4669.93517456286,143.369514622782,0,0
"vOTU0653","Low-quality","virulent",0,449.719133064981,179.855999909575,0,0
"vOTU0654","Low-quality","virulent",0,1004.00138514816,215.862409953453,0,0
"vOTU0655","Low-quality","virulent",0,695.913211585541,0,0,0
"vOTU0017","Medium-quality","virulent",1,1654.8898931758,240.26434613927,0,0
"vOTU0081","Low-quality","virulent",0,894.451798450825,253.864120744049,16.6199985657253,0
"vOTU0656","Low-quality","virulent",0,739.427838317442,144.002305255441,0,0
"vOTU0657","Low-quality","virulent",0,1684.88602108991,144.025938385356,0,0
"vOTU0658","Low-quality","virulent",0,695.215373597047,72.083634274689,0,0
"vOTU0659","Low-quality","virulent",0,691.06616769411,144.309024727459,0,48.2108599520405
"vOTU0660","Low-quality","virulent",0,425.271386407278,0,0,445.950482896418
"vOTU0661","Low-quality","virulent",0,830.826087289351,289.044319122201,0,193.128162776875
"vOTU0662","Low-quality","virulent",0,2248.00184989764,216.854456111868,0,0
"vOTU0663","Low-quality","virulent",0,445.404401860702,216.854456111868,0,0
"vOTU0665","Low-quality","virulent",0,704.076130410171,0,0,0
"vOTU0083","Low-quality","virulent",0,1994.49239674311,303.471860344022,0,0
"vOTU0666","Low-quality","virulent",0,622.657144436205,72.630497871679,0,0
"vOTU0667","Low-quality","virulent",0,501.788896407661,145.476920969085,0,0
"vOTU0668","Low-quality","virulent",0,501.954493613998,72.762428035493,0,0
"vOTU0669","Low-quality","virulent",0,1021.67333226367,364.35418981559,0,0
"vOTU0670","Low-quality","virulent",0,393.766979292072,72.8828472994369,0,0
"vOTU0084","Medium-quality","virulent",1,947.460593107713,399.921336763392,0,7.85918071001758
"vOTU0671","Low-quality","virulent",0,891.818637488576,109.342429798414,0,0
"vOTU0672","Low-quality","virulent",0,1151.14817691197,218.793450580427,0,0
"vOTU0673","Low-quality","virulent",0,1104.8809070824,146.419903088342,0,0
"vOTU0674","Low-quality","virulent",0,1216.22531439084,146.444347775038,0,24.4621026467544
"vOTU0675","Low-quality","virulent",0,480.765002019175,109.869777691368,0,171.291605181379
"vOTU0676","Low-quality","virulent",0,643.404659987482,219.995672904844,0,0
"vOTU0087","Low-quality","virulent",0,641.730999295038,83.3518381955415,34.3004312641793,0
"vOTU0677","Low-quality","virulent",0,702.810218983063,146.761438559319,0,0
"vOTU0678","Low-quality","virulent",0,2366.42396185915,293.620753848658,0,0
"vOTU0679","Low-quality","virulent",0,635.853484902516,293.620753848658,0,0
"vOTU0681","Low-quality","virulent",0,506.642124128768,146.883811097723,0,0
"vOTU0682","Low-quality","virulent",0,567.402541031804,0,0,0
"vOTU0683","Low-quality","virulent",0,536.871511850676,73.5399952859108,0,0
"vOTU0684","Low-quality","virulent",0,864.457300383296,331.262014144064,0,0
"vOTU0685","Low-quality","virulent",0,506.522833740009,220.989020536208,0,0
"vOTU0686","Low-quality","virulent",0,1592.19424917234,36.8376486755002,0,0
"vOTU0687","Low-quality","virulent",0,527.990405923617,73.6753399524064,0,0
"vOTU0688","Low-quality","virulent",0,1201.12718264735,700.150271587959,0,0
"vOTU0689","Low-quality","virulent",0,1015.36944521178,73.7122966720113,0,0
"vOTU0690","Low-quality","virulent",0,392.519978878974,0,0,0
"vOTU0730","Low-quality","virulent",0,730.746364628273,152.240277565928,0,0
