"vOTU_id","class","order","family","genus","BS_group","SA_group","IA_group","DA_group","checkv_quality","final_strategy","MQ_or_better","representative_contig_id","representative_length_bp","BS_TPM","BS_relative_TPM","SA_TPM","SA_relative_TPM","IA_TPM","IA_relative_TPM","DA_TPM","DA_relative_TPM","class_assigned","class_raw","order_assigned","order_raw","family_assigned","family_raw","genus_assigned","genus_raw"
"vOTU0825","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_1694",5471,0,0,10988.6436971139,0.0109886436971139,57.9740446845552,5.79740446845552e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0847","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_1740",5376,0,0,53988.874571363,0.053988874571363,176.995671185611,0.000176995671185611,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0849","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_1751",5361,0,0,12569.6674983197,0.0125696674983197,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0872","Unclassified","Unclassified","Fuselloviridae","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_1803",5270,0,0,12870.2894311135,0.0128702894311135,752.315185554383,0.000752315185554383,0,0,FALSE,"[Class]_Fuselloviridae",FALSE,"[Order]_Fuselloviridae",TRUE,"Fuselloviridae",FALSE,""
"vOTU0005","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Abundant","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_1889",5132,0,0,13302.1888741832,0.0133021888741832,34393.7059512341,0.0343937059512341,28.6709971022792,2.86709971022792e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0113","Caudoviricetes","Unclassified","Unclassified","Rauchvirus","Not detected","Abundant","Rare","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_197",15670,0,0,24087.3950956776,0.0240873950956776,121.445878771053,0.000121445878771053,65.729230029777,6.5729230029777e-05,TRUE,"Caudoviricetes",FALSE,"[Order]_Rauchvirus",FALSE,"[Family]_Rauchvirus",TRUE,"Rauchvirus"
"vOTU0115","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_200",15594,0,0,12992.0683189262,0.0129920683189262,61.0188536617652,6.10188536617652e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0121","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_208",15268,0,0,19918.6345228336,0.0199186345228336,186.965197826615,0.000186965197826615,9.63711574880976,9.63711574880976e-06,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0124","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Intermediate","Not detected","Low-quality","temperate",0,"FCH3CGLCCXYL2DAA_NODE_211",15072,0,0,18804.2392567887,0.0188042392567887,1104.81331679197,0.00110481331679197,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0155","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Intermediate","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_249",13928,0,0,16791.2802273323,0.0167912802273323,1070.31045609485,0.00107031045609485,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0167","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_259",13479,0,0,19245.7900483615,0.0192457900483615,682.402874600943,0.000682402874600942,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0173","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_277",13078,0,0,19650.6823301705,0.0196506823301705,24.2526489664475,2.42526489664475e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0001","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_162",12805,786.315552391217,0.000786315552391216,10266.9824846456,0.0102669824846456,99.0788067294423,9.90788067294423e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0184","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_299",12603,0,0,15900.6765366104,0.0159006765366104,100.666902387782,0.000100666902387782,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0202","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_338",11911,0.825521248255203,8.25521248255202e-07,22537.3855439699,0.0225373855439699,226.34506269905,0.00022634506269905,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0004","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Abundant","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2EAA_NODE_903",5921,0,0,14281.8465437664,0.0142818465437664,27078.620000749,0.027078620000749,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0255","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","temperate",0,"FCH3CGLCCXYL2DAA_NODE_474",10485,0,0,14344.9937556811,0.0143449937556811,121.0018247452,0.0001210018247452,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0019","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Medium-quality","temperate",1,"FCH3CGLCCXYL2DAA_NODE_5",48137,0,0,63936.9589070832,0.0639369589070832,401.930981305094,0.000401930981305094,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0023","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Medium-quality","virulent",1,"FCH3CGLCCXYL2DAA_NODE_51",42285,0,0,31867.0785222198,0.0318670785222197,210.025663057523,0.000210025663057523,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0362","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Intermediate","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_710",8621,0,0,17574.3387989687,0.0175743387989687,5702.62236941785,0.00570262236941785,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0053","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Medium-quality","virulent",1,"FCH3CGLCCXYL2DAA_NODE_77",27047,0,0,20607.3054195919,0.0206073054195919,87.9513987490215,8.79513987490215e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0462","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_898",7600,0,0,17443.4012479119,0.0174434012479119,333.869677594269,0.000333869677594269,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0478","Caudoviricetes","Unclassified","Herelleviridae","Unclassified","Not detected","Abundant","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2DAA_NODE_928",7487,0,0,18530.2291442088,0.0185302291442088,63.5453683689317,6.35453683689317e-05,0,0,TRUE,"Caudoviricetes",FALSE,"[Order]_Herelleviridae",TRUE,"Herelleviridae",FALSE,""
"vOTU0774","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Intermediate","Abundant","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2EAA_NODE_1013",5597,0,0,2596.78850535356,0.00259678850535356,158899.720822961,0.158899720822961,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0961","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Rare","Abundant","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL2EAA_NODE_1258",5007,0,0,87.9630633601145,8.79630633601145e-05,11624.0888028,0.0116240888028,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0086","Caudoviricetes","Unclassified","Unclassified","Unclassified","Not detected","Rare","Abundant","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL2EAA_NODE_140",18593,0,0,142.1280883546,0.0001421280883546,33350.1475690607,0.0333501475690607,110.791905408706,0.000110791905408706,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
