"vOTU_id","class","order","family","genus","BS_group","SA_group","IA_group","DA_group","checkv_quality","final_strategy","MQ_or_better","representative_contig_id","representative_length_bp","BS_TPM","BS_relative_TPM","SA_TPM","SA_relative_TPM","IA_TPM","IA_relative_TPM","DA_TPM","DA_relative_TPM","class_assigned","class_raw","order_assigned","order_raw","family_assigned","family_raw","genus_assigned","genus_raw"
"vOTU0041","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Medium-quality","virulent",1,"FCH3CGLCCXYL4FAA_NODE_26",35111,942.644108839684,0.000942644108839683,6.27198388710285,6.27198388710285e-06,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0272","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_260",10122,1537.76950132952,0.00153776950132952,696.196648114832,0.000696196648114832,31.3353174119614,3.13353174119614e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0274","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_261",10073,710.63918703683,0.000710639187036829,480.963546129107,0.000480963546129107,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0275","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_262",10063,637.083875261482,0.000637083875261481,87.5347786463342,8.75347786463342e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0276","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_263",10063,605.816347172217,0.000605816347172216,262.60445948308,0.00026260445948308,0,0,43.8655176345352,4.38655176345352e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0277","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_264",10000,914.449296954672,0.000914449296954671,88.0862112441053,8.80862112441053e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0278","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Rare","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_265",9999,543.807419851163,0.000543807419851162,462.498882678625,0.000462498882678625,63.4415838292461,6.34415838292461e-05,29.4308503441976,2.94308503441976e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0279","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_266",9987,676.392203523433,0.000676392203523432,264.602742328209,0.000264602742328209,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0281","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_267",9944,702.059291139014,0.000702059291139013,44.2911395273944,4.42911395273944e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0282","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_269",9931,1223.77682503246,0.00122377682503246,266.094771366507,0.000266094771366507,0,0,44.4485453802857,4.44485453802857e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0042","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_27",34813,1903.12068071481,0.00190312068071481,37.9540078663564,3.79540078663564e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0283","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_270",9899,3079.26507162745,0.00307926507162745,533.910107013182,0.000533910107013182,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0285","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_271",9829,537.206948658128,0.000537206948658127,89.6187201382756,8.96187201382756e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0286","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_272",9802,610.91318902058,0.000610913189020579,44.9327955126183,4.49327955126183e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0287","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_274",9789,585.607591789422,0.000585607591789421,44.9924417409974,4.49924417409974e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0288","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_275",9737,1013.87727272985,0.00101387727272984,180.931046387074,0.000180931046387074,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0289","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Not detected","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_276",9733,1166.84208948595,0.00116684208948595,0,0,16.293861168915,1.6293861168915e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0290","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_277",9728,1293.78815525821,0.0012937881552582,45.2745802018201,4.52745802018201e-05,0,0,15.1253645287293,1.51253645287293e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0291","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_278",9717,656.733832950177,0.000656733832950177,181.303467877318,0.000181303467877318,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0292","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_279",9710,1276.94620751428,0.00127694620751428,362.868274079036,0.000362868274079036,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0056","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_28",24743,763.79668122594,0.000763796681225938,17.8002263634612,1.78002263634612e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0293","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_280",9697,992.709017077246,0.000992709017077245,454.193099580321,0.000454193099580321,32.7086976584041,3.2708697658404e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0294","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_281",9678,602.484389488193,0.000602484389488192,295.805119634691,0.000295805119634691,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0295","Caudoviricetes","Unclassified","Kyanoviridae","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_282",9636,677.560779553966,0.000677560779553965,114.267088416572,0.000114267088416572,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"[Order]_Kyanoviridae",TRUE,"Kyanoviridae",FALSE,""
"vOTU0296","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Not detected","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_283",9627,472.897253204103,0.000472897253204103,0,0,32.9465373985464,3.29465373985464e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0297","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_284",9560,784.771608311987,0.000784771608311986,414.631943026614,0.000414631943026614,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0298","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_286",9542,559.547950831044,0.000559547950831043,23.0785458777471,2.30785458777471e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0299","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_287",9537,744.392638624379,0.000744392638624378,184.725319301489,0.000184725319301489,0,0,115.712082050544,0.000115712082050544,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0300","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_288",9516,830.765087884209,0.000830765087884208,208.274598998875,0.000208274598998875,0,0,30.9246452115232,3.09246452115232e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0301","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_289",9515,721.31264483679,0.000721312644836789,231.44040214119,0.00023144040214119,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0043","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_29",34677,763.326350645544,0.000763326350645543,120.659131159725,0.000120659131159725,9.14658477648957,9.14658477648957e-06,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0302","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_290",9515,514.632878424072,0.000514632878424071,185.152313192671,0.000185152313192671,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0303","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_291",9504,1121.50083616627,0.00112150083616627,509.758454086938,0.000509758454086938,0,0,356.082605840716,0.000356082605840716,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0304","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_292",9495,428.728243069769,0.000428728243069768,46.3856078267299,4.63856078267298e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0305","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_294",9478,1606.98376467197,0.00160698376467197,278.812782072286,0.000278812782072286,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0306","Caudoviricetes","Unclassified","Autographiviridae","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_295",9461,3286.25678588218,0.00328625678588218,232.761386534862,0.000232761386534862,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"[Order]_Autographiviridae",TRUE,"Autographiviridae",FALSE,""
"vOTU0307","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_296",9457,710.139878742951,0.00071013987874295,46.57195063621,4.657195063621e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0308","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_297",9439,673.992302368982,0.000673992302368981,209.973596317313,0.000209973596317313,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0309","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_298",9433,1033.00059822609,0.00103300059822609,140.071462884112,0.000140071462884112,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0311","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_299",9400,1470.73400730976,0.00147073400730976,632.534342601558,0.000632534342601557,0,0,39.1328525745387,3.91328525745387e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0013","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Complete","virulent",1,"FCH3CGLCCXYL4FAA_NODE_3",57829,1555.96388617937,0.00155596388617936,464.581857118653,0.000464581857118653,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0044","Caudoviricetes","Unclassified","Autographiviridae","Unclassified","Intermediate","Rare","Not detected","Not detected","Medium-quality","temperate",1,"FCH3CGLCCXYL4FAA_NODE_30",33421,1830.86795191465,0.00183086795191465,197.674144424351,0.000197674144424351,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"[Order]_Autographiviridae",TRUE,"Autographiviridae",FALSE,""
"vOTU0313","Maveriviricetes","Priklausovirales","Lavidaviridae","Unclassified","Intermediate","Not detected","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_300",9340,1671.78445140864,0.00167178445140864,0,0,0,0,0,0,TRUE,"Maveriviricetes",TRUE,"Priklausovirales",TRUE,"Lavidaviridae",FALSE,""
"vOTU0314","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_301",9337,534.974298524927,0.000534974298524926,94.3410838505205,9.43410838505205e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0315","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","temperate",0,"FCH3CGLCCXYL4FAA_NODE_302",9331,2807.26093439046,0.00280726093439045,755.213547225522,0.000755213547225522,0,0,31.5377688237389,3.15377688237389e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0317","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_304",9284,682.067784718186,0.000682067784718185,47.4397987859786,4.74397987859785e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0319","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_306",9255,719.264958322247,0.000719264958322246,333.119094629388,0.000333119094629388,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0320","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_307",9234,1826.21097689661,0.00182621097689661,930.08539565362,0.00093008539565362,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0321","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_309",9199,562.240097858539,0.000562240097858539,95.7562982938686,9.57562982938686e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0045","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","High-quality","virulent",1,"FCH3CGLCCXYL4FAA_NODE_31",33092,1161.50077065038,0.00116150077065038,212.948708098675,0.000212948708098675,0,0,66.6956506986761,6.66956506986761e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0322","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Not detected","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_310",9153,623.076494374267,0.000623076494374266,0,0,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0323","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Intermediate","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_311",9145,1819.25440819387,0.00181925440819387,1059.53913974347,0.00105953913974347,0,0,16.0896162396451,1.60896162396451e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0324","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_312",9139,558.400179312755,0.000558400179312754,192.769891879611,0.000192769891879611,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0325","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_313",9136,1913.60550774131,0.0019136055077413,891.853892879682,0.000891853892879682,0,0,40.2636694263774,4.02636694263773e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0326","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Rare","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_315",9118,1401.91145841849,0.00140191145841849,96.6069652966439,9.66069652966438e-05,191.321377695535,0.000191321377695535,32.2745230410024,3.22745230410024e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0327","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_316",9109,1447.5541374824,0.0014475541374824,314.282883017483,0.000314282883017483,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0328","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_317",9106,716.996595374247,0.000716996595374246,241.835826799543,0.000241835826799543,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0329","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_318",9079,588.082969221591,0.00058808296922159,194.04387414217,0.00019404387414217,34.9351418925141,3.49351418925141e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0046","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Intermediate","Rare","Not detected","Medium-quality","virulent",1,"FCH3CGLCCXYL4FAA_NODE_32",32934,3231.61833639055,0.00323161833639055,1370.74794791372,0.00137074794791372,19.2613238742388,1.92613238742388e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0330","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_320",9073,512.609903259902,0.000512609903259901,48.5430410039629,4.85430410039629e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0331","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Rare","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_322",9057,1303.87319050562,0.00130387319050561,145.886478104838,0.000145886478104838,35.02000420869,3.502000420869e-05,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0332","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Not detected","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_323",9030,528.117773640287,0.000528117773640287,0,0,0,0,16.2945273485375,1.62945273485375e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0333","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_324",9019,575.641870899103,0.000575641870899103,48.8337082662437,4.88337082662437e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0334","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_326",8991,8283.12312589191,0.0082831231258919,391.886328200891,0.000391886328200891,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0335","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_327",8971,708.056982748583,0.000708056982748581,98.1899888078419,9.81899888078419e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0336","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Rare","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_328",8958,1269.98616340339,0.00126998616340339,49.1662356699467,4.91662356699467e-05,35.4070324393226,3.54070324393226e-05,49.27645313881,4.927645313881e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0052","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_33",27274,896.970966025703,0.000896970966025702,64.5935424249291,6.45935424249291e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0337","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_330",8949,774.624854609473,0.000774624854609472,221.470693331843,0.000221470693331843,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0338","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_332",8911,724.96290197083,0.000724962901970829,49.4255589478479,4.94255589478478e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0339","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_333",8906,632.628425979565,0.000632628425979564,148.359919990642,0.000148359919990642,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0340","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_334",8905,1701.55276032634,0.00170155276032633,49.4588455563359,4.94588455563358e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0341","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_335",8905,1139.52149854521,0.0011395214985452,840.800794081557,0.000840800794081557,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0343","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_337",8889,517.689751560821,0.00051768975156082,495.479101855486,0.000495479101855486,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0344","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_338",8877,4142.68723566207,0.00414268723566206,396.918917480858,0.000396918917480858,0,0,16.5753608037476,1.65753608037476e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0345","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_339",8871,896.711269147622,0.000896711269147621,347.538903696042,0.000347538903696041,0,0,91.2261586526981,9.12261586526981e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0047","Caudoviricetes","Unclassified","Unclassified","Unclassified","Intermediate","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_34",30723,1499.41786904252,0.00149941786904252,530.415407184948,0.000530415407184948,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0346","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Not detected","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_340",8868,752.871508002481,0.00075287150800248,49.6652088965115,4.96652088965115e-05,0,0,0,0,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
"vOTU0347","Caudoviricetes","Unclassified","Unclassified","Unclassified","Rare","Rare","Not detected","Rare","Low-quality","virulent",0,"FCH3CGLCCXYL4FAA_NODE_341",8867,748.520824300083,0.000748520824300082,347.695719471103,0.000347695719471103,0,0,16.5940551558894,1.65940551558894e-05,TRUE,"Caudoviricetes",FALSE,"",FALSE,"",FALSE,""
